city,county,state,fips,latitude,longitude,population,redCounty,redState,unemploymentRate,povertyProp,tempDiff,numDisasters,avgEmissionsPerCapita,lessThanHighSchoolProp,medianHouseholdIncome,UNFCCC,hasCommitments,hasActionsUndertaken,hasEmissionInventory,hasInitiativeParticipations,hasImpact,hasMitigations,hasAdaptations,hasRiskAssessments,hasClimateActionPlans,hasFinanceActions
Youngstown,Mahoning,OH,39099,41.0993,-80.6463,319065,True,True,0.048,0.193,0.5749285714285755,54.0,17.01666666666667,0.08566787973524168,50216.0,False,False,False,False,False,False,False,False,False,False,False
Henderson,Clark,NV,32003,36.0133,-115.0381,318063,False,False,0.06,0.151,-1.1436547619047666,73.0,13.083333333333334,0.1362216164155471,63735.0,True,False,True,True,False,False,True,True,True,False,False
Savannah,Chatham,GA,13051,32.0286,-81.1821,316050,False,False,0.03,0.155,,65.0,12.716666666666669,0.09384328171952838,61527.0,True,False,True,True,True,False,False,True,True,False,False
Poughkeepsie,Dutchess,NY,36027,41.695,-73.9211,314159,False,False,0.031,0.09699999999999999,-0.9301904761904787,95.0,8.316666666666666,0.08471607360788724,87370.0,False,False,False,False,False,False,False,False,False,False,False
Santa Ana,Orange,CA,6059,33.7367,-117.8819,311379,False,False,0.032,0.099,-0.8213214285714301,284.0,8.716666666666669,0.13388919483522138,100210.0,False,False,False,False,False,False,False,False,False,False,False
Ann Arbor,Washtenaw,MI,26161,42.2759,-83.731,308983,False,False,0.036,0.124,-0.7531666666666652,37.0,15.283333333333333,0.042785145549586553,77359.0,True,True,True,True,True,False,True,True,True,True,False
St. Paul,Ramsey,MN,27123,44.9478,-93.1039,308806,False,False,0.027,0.13,-2.001428571428576,60.0,15.733333333333333,0.09045746728880477,70485.0,False,False,False,False,False,False,False,False,False,False,False
Newark,Essex,NJ,34013,40.7245,-74.1725,307355,False,False,0.045,0.151,-0.4110119047619065,50.0,10.799999999999999,0.1333648748312762,66191.0,True,True,False,False,False,False,False,False,False,False,False
Irvine,Orange,CA,6059,33.6772,-117.7738,304527,False,False,0.032,0.099,-0.8213214285714301,284.0,8.716666666666669,0.13388919483522138,100210.0,False,False,False,False,False,False,False,False,False,False,False
Santa Rosa,Sonoma,CA,6097,38.4458,-122.7067,296180,False,False,0.031,0.091,-0.8213214285714301,284.0,8.716666666666669,0.1083449059462189,92999.0,False,False,False,False,False,False,False,False,False,False,False
Canton,Stark,OH,39151,40.8078,-81.3676,294047,True,True,0.04,0.128,0.5749285714285755,54.0,17.01666666666667,0.0770311384605988,59205.0,False,False,False,False,False,False,False,False,False,False,False
Asheville,Buncombe,NC,37021,35.5707,-82.5537,294013,False,True,0.03,0.11699999999999999,0.8821071428571443,59.0,11.483333333333334,0.08134063384811756,63838.0,True,True,True,False,False,False,True,True,True,True,True
Flint,Genesee,MI,26049,43.0236,-83.6921,293893,False,False,0.056,0.163,-0.7531666666666652,37.0,15.283333333333333,0.08847604354161309,52157.0,False,False,False,False,False,False,False,False,False,False,False
Winter Haven,Polk,FL,12105,28.0118,-81.7014,293093,True,True,0.035,0.156,1.8295714285714304,130.0,10.883333333333333,0.1364263730845322,56344.0,False,False,False,False,False,False,False,False,False,False,False
Anchorage,Anchorage,AK,2020,61.1508,-149.1091,290674,False,True,0.033,0.095,-3.913523809523813,55.0,47.68333333333334,0.05844955305413011,86152.0,True,True,True,True,True,False,True,True,False,True,False
Lincoln,Lancaster,NE,31109,40.8099,-96.6784,290531,False,True,0.022,0.12,-1.3741547619047623,62.0,25.23333333333333,0.06670673980013525,65436.0,False,False,False,False,False,False,False,False,False,False,False
Concord,Cabarrus,NC,37025,35.3933,-80.6369,288783,False,True,0.034,0.094,0.8821071428571443,59.0,11.483333333333334,0.0932095989534361,79148.0,False,False,False,False,False,False,False,False,False,False,False
Jersey City,Hudson,NJ,34017,40.7184,-74.0686,287899,False,False,0.036,0.159,-0.4110119047619065,50.0,10.799999999999999,0.1321815715508715,79159.0,True,True,True,True,True,False,True,True,True,True,False
Springfield,Greene,MO,29077,37.1943,-93.2916,286280,True,True,0.02,0.132,0.14886904761904773,69.0,19.35,0.07101236293380743,53391.0,False,False,False,False,False,False,False,False,False,False,False
Plano,Collin,TX,48085,33.0502,-96.7486,284948,True,True,0.032,0.066,-0.08552380952381,255.0,23.05,0.061024873706438915,102119.0,False,False,False,False,False,False,False,False,False,False,False
Shreveport,Caddo,LA,22017,32.4653,-93.7955,283536,False,True,0.041,0.23600000000000002,1.2045357142857114,79.0,40.93333333333333,0.13450019352103848,44968.0,False,False,False,False,False,False,False,False,False,False,False
Davenport,Scott,IA,19163,41.5565,-90.6053,281333,False,True,0.032,0.129,-1.4649642857142844,63.0,23.683333333333337,0.06062733686365405,66443.0,False,False,False,False,False,False,False,False,False,False,False
Lubbock,Lubbock,TX,48303,33.5657,-101.8879,280890,True,True,0.034,0.161,-0.08552380952381,255.0,23.05,0.1212816771323485,57270.0,False,False,False,False,False,False,False,False,False,False,False
Lakeland,Polk,FL,12105,28.0557,-81.9545,280346,True,True,0.035,0.156,1.8295714285714304,130.0,10.883333333333333,0.1364263730845322,56344.0,False,False,False,False,False,False,False,False,False,False,False
South Bend,St. Joseph,IN,18141,41.6767,-86.2696,278061,False,True,0.034,0.14300000000000002,0.5251547619047621,48.0,25.883333333333336,0.08985650890906224,59325.0,True,True,True,True,True,False,True,True,False,True,False
Chula Vista,San Diego,CA,6073,32.6281,-117.0144,276103,False,False,0.034,0.107,-0.8213214285714301,284.0,8.716666666666669,0.1168482859618864,90756.0,True,True,True,False,True,False,True,True,True,True,False
Chandler,Maricopa,AZ,4013,33.2825,-111.8514,275618,False,False,0.033,0.113,-0.5132976190476164,68.0,12.383333333333335,0.1115749581342491,76230.0,False,False,False,False,False,False,False,False,False,False,False
Rockford,Winnebago,IL,17201,42.2596,-89.064,273237,False,False,0.058,0.142,0.017488095238093138,60.0,15.483333333333333,0.1182381011148134,57113.0,False,False,False,False,False,False,False,False,False,False,False
Reading,Berks,PA,42011,40.34,-75.9267,272712,True,False,0.043,0.129,-0.3781428571428549,59.0,16.566666666666666,0.1245221002833017,68693.0,False,False,False,False,False,False,False,False,False,False,False
Eugene,Lane,OR,41039,44.0564,-123.1174,270990,False,False,0.046,0.14400000000000002,-1.1447023809523849,79.0,9.316666666666666,0.07113270942880465,61509.0,True,True,True,True,True,True,True,True,True,True,False
Wilmington,New Hanover,NC,37129,34.2099,-77.8866,268625,False,True,0.033,0.11900000000000001,0.8821071428571443,59.0,11.483333333333334,0.062124712802723636,66212.0,True,True,True,False,False,False,True,True,False,False,False
Santa Clarita,Los Angeles,CA,6037,34.4175,-118.4964,268273,False,False,0.049,0.141,-0.8213214285714301,284.0,8.716666666666669,0.199571630472485,77356.0,False,False,False,False,False,False,False,False,False,False,False
Gilbert,Maricopa,AZ,4013,33.31,-111.7463,267267,False,False,0.033,0.113,-0.5132976190476164,68.0,12.383333333333335,0.1115749581342491,76230.0,False,False,False,False,False,False,False,False,False,False,False
Salem,Marion,OR,41047,44.9233,-123.0244,266420,False,False,0.043,0.133,-1.1447023809523849,79.0,9.316666666666666,0.1432772243817571,64412.0,False,False,False,False,False,False,False,False,False,False,False
Killeen,Bell,TX,48027,31.0753,-97.7297,265921,True,True,0.044,0.14300000000000002,-0.08552380952381,255.0,23.05,0.08897628229068705,58878.0,False,False,False,False,False,False,False,False,False,False,False
Round Lake Beach,Lake,IL,17097,42.3791,-88.0811,264451,False,False,0.042,0.085,0.017488095238093138,60.0,15.483333333333333,0.09187170764646116,95895.0,False,False,False,False,False,False,False,False,False,False,False
Columbus,Muscogee,GA,13215,32.51,-84.8771,264282,False,False,0.041,0.204,,65.0,12.716666666666669,0.1158384464972018,52090.0,False,False,False,False,False,False,False,False,False,False,False
North Las Vegas,Clark,NV,32003,36.2883,-115.0888,264022,False,False,0.06,0.151,-1.1436547619047666,73.0,13.083333333333334,0.1362216164155471,63735.0,False,False,False,False,False,False,False,False,False,False,False
Kennewick,Benton,WA,53005,46.1978,-119.1732,259995,True,False,0.05,0.106,-2.111226190476188,136.0,10.266666666666667,0.09694542114337773,77339.0,False,False,False,False,False,False,False,False,False,False,False
St. Petersburg,Pinellas,FL,12103,27.7931,-82.6652,259343,False,True,0.026,0.12300000000000001,1.8295714285714304,130.0,10.883333333333333,0.07853226600486907,61851.0,True,True,True,True,True,False,True,True,True,True,False
Tallahassee,Leon,FL,12073,30.4551,-84.2527,258696,False,True,0.03,0.162,1.8295714285714304,130.0,10.883333333333333,0.06801426327436165,57246.0,False,False,False,False,False,False,False,False,False,False,False
Laredo,Webb,TX,48479,27.5625,-99.4874,255293,False,True,0.041,0.226,-0.08552380952381,255.0,23.05,0.3117904046993022,50865.0,False,False,False,False,False,False,False,False,False,False,False
Irving,Dallas,TX,48113,32.8583,-96.9702,254962,False,True,0.037,0.14400000000000002,-0.08552380952381,255.0,23.05,0.1927701005212322,63549.0,False,False,False,False,False,False,False,False,False,False,False
Peoria,Peoria,IL,17143,40.752,-89.6154,253467,False,False,0.05,0.163,0.017488095238093138,60.0,15.483333333333333,0.07823298546798632,56460.0,False,False,False,False,False,False,False,False,False,False,False
Montgomery,Montgomery,AL,1101,32.3482,-86.2668,251158,False,True,0.031,0.217,1.6794404761904822,82.0,21.900000000000002,0.12270843714757801,50645.0,False,False,False,False,False,False,False,False,False,False,False
Chesapeake,Chesapeake,VA,51550,36.6778,-76.3023,249377,False,False,0.029,0.083,0.3780833333333362,64.0,12.283333333333333,0.0649939558688213,87057.0,False,False,False,False,False,False,False,False,False,False,False
Glendale,Maricopa,AZ,4013,33.5791,-112.2311,248083,False,False,0.033,0.113,-0.5132976190476164,68.0,12.383333333333335,0.1115749581342491,76230.0,False,False,False,False,False,False,False,False,False,False,False
York,York,PA,42133,39.9651,-76.7315,247176,True,False,0.038,0.092,-0.3781428571428549,59.0,16.566666666666666,0.09228183687111378,72949.0,False,False,False,False,False,False,False,False,False,False,False
Nashua,Hillsborough,NH,33011,42.7491,-71.491,245209,False,False,0.026,0.073,-0.6652857142857158,49.0,9.933333333333334,0.0709206105083669,90806.0,False,False,False,False,False,False,False,False,False,False,False
Garland,Dallas,TX,48113,32.91,-96.6304,244026,False,True,0.037,0.14400000000000002,-0.08552380952381,255.0,23.05,0.1927701005212322,63549.0,False,False,False,False,False,False,False,False,False,False,False
Scottsdale,Maricopa,AZ,4013,33.6872,-111.8651,240537,False,False,0.033,0.113,-0.5132976190476164,68.0,12.383333333333335,0.1115749581342491,76230.0,False,False,False,False,False,False,False,False,False,False,False
Lafayette,Lafayette,LA,22055,30.2082,-92.0325,237565,True,True,0.032,0.177,1.2045357142857114,79.0,40.93333333333333,0.1069709538453953,59062.0,False,False,False,False,False,False,False,False,False,False,False
Norfolk,Norfolk,VA,51710,36.8945,-76.259,236973,False,False,0.035,0.16899999999999998,0.3780833333333362,64.0,12.283333333333333,0.1113950571154052,56951.0,False,False,False,False,False,False,False,False,False,False,False
Arlington,Arlington,VA,51013,38.8786,-77.1011,235845,False,False,0.021,0.079,0.3780833333333362,64.0,12.283333333333333,0.0510730529119134,124474.0,True,False,True,True,True,False,True,True,True,True,False
Appleton,Outagamie,WI,55087,44.278,-88.3892,233947,True,False,0.025,0.073,-1.2923571428571456,47.0,16.3,0.05694744922883663,73882.0,False,False,False,False,False,False,False,False,False,False,False
Aguadilla,Aguadilla,PR,72005,18.4382,-67.1537,228854,False,False,0.078,,,,,0.24868887667948647,,False,False,False,False,False,False,False,False,False,False,False
Rock Hill,York,SC,45091,34.9415,-81.0241,228811,False,True,0.031,0.09699999999999999,1.4022976190476157,30.0,13.733333333333334,0.08390517112379486,73466.0,False,False,False,False,False,False,False,False,False,False,False
Fremont,Alameda,CA,6001,37.5265,-121.9843,228795,False,False,0.033,0.094,-0.8213214285714301,284.0,8.716666666666669,0.1099556649297281,108971.0,True,True,True,True,True,False,True,True,True,True,False
Fargo,Cass,ND,38017,46.8651,-96.8292,228364,True,True,0.018,0.106,-2.7387142857142805,58.0,73.83333333333333,0.047455467451851474,66351.0,False,False,False,False,False,False,False,False,False,False,False
Gulfport,Harrison,MS,28047,30.4274,-89.0704,228022,True,True,0.038,0.18,1.5567261904761907,72.0,20.983333333333334,0.1097108379694271,54090.0,False,False,False,False,False,False,False,False,False,False,False
Bremerton,Kitsap,WA,53035,47.5436,-122.7121,226805,False,False,0.045,0.087,-2.111226190476188,136.0,10.266666666666667,0.04792879329696432,86826.0,False,False,False,False,False,False,False,False,False,False,False
Green Bay,Brown,WI,55009,44.5148,-87.9895,225633,True,False,0.026,0.09300000000000001,-1.2923571428571456,47.0,16.3,0.0762226063681481,67232.0,False,False,False,False,False,False,False,False,False,False,False
Enterprise,Clark,NV,32003,36.0091,-115.2278,225461,False,False,0.06,0.151,-1.1436547619047666,73.0,13.083333333333334,0.1362216164155471,63735.0,False,False,False,False,False,False,False,False,False,False,False
Hialeah,Miami-Dade,FL,12086,25.8696,-80.3045,222996,False,True,0.026,0.152,1.8295714285714304,130.0,10.883333333333333,0.17510282109260292,58905.0,False,False,False,False,False,False,False,False,False,False,False
Deltona,Volusia,FL,12127,28.905,-81.2137,221137,True,True,0.031,0.138,1.8295714285714304,130.0,10.883333333333333,0.08868399487710449,58246.0,False,False,False,False,False,False,False,False,False,False,False
San Bernardino,San Bernardino,CA,6071,34.1416,-117.2943,221041,False,False,0.041,0.132,-0.8213214285714301,284.0,8.716666666666669,0.1889536360772495,74218.0,False,False,False,False,False,False,False,False,False,False,False
Gainesville,Alachua,FL,12001,29.6804,-82.3459,220929,False,True,0.028,0.191,1.8295714285714304,130.0,10.883333333333333,0.06820671055575839,56006.0,False,False,False,False,False,False,False,False,False,False,False
Spring Valley,Clark,NV,32003,36.0952,-115.2636,220114,False,False,0.06,0.151,-1.1436547619047666,73.0,13.083333333333334,0.1362216164155471,63735.0,False,False,False,False,False,False,False,False,False,False,False
Tacoma,Pierce,WA,53053,47.2431,-122.4531,219234,False,False,0.051,0.08199999999999999,-2.111226190476188,136.0,10.266666666666667,0.07924204393231978,85492.0,True,True,True,False,True,False,True,True,True,True,True
Roanoke,Roanoke,VA,51770,37.2785,-79.9581,218533,False,False,0.032,0.179,0.3780833333333362,64.0,12.283333333333333,0.11725685856838551,47545.0,True,True,False,True,True,False,False,False,False,False,False
Brownsville,Cameron,TX,48061,25.9975,-97.458,215269,False,True,0.057,0.24600000000000002,-0.08552380952381,255.0,23.05,0.3054213547554014,46436.0,True,False,False,False,True,False,False,False,False,False,False
College Station,Brazos,TX,48041,30.5852,-96.2959,213177,True,True,0.031,0.226,-0.08552380952381,255.0,23.05,0.11282642273494829,50494.0,False,False,False,False,False,False,False,False,False,False,False
Olympia,Thurston,WA,53067,47.0417,-122.8959,210877,False,False,0.047,0.099,-2.111226190476188,136.0,10.266666666666667,0.0581614697323461,81544.0,True,True,False,True,True,False,True,False,False,True,False
Clarksville,Montgomery,TN,47125,36.5692,-87.3413,210551,True,True,0.037,0.10800000000000001,1.395500000000002,69.0,13.716666666666667,0.06426784969927946,63593.0,False,False,False,False,False,False,False,False,False,False,False
Yonkers,Westchester,NY,36119,40.9466,-73.8673,209780,False,False,0.031,0.094,-0.9301904761904787,95.0,8.316666666666666,0.11148310934103421,109131.0,False,False,False,False,False,False,False,False,False,False,False
Moreno Valley,Riverside,CA,6065,33.9244,-117.2045,209578,False,False,0.042,0.11599999999999999,-0.8213214285714301,284.0,8.716666666666669,0.1700949517992775,78690.0,False,False,False,False,False,False,False,False,False,False,False
Thousand Oaks,Ventura,CA,6111,34.1914,-118.8756,209570,False,False,0.037,0.08900000000000001,-0.8213214285714301,284.0,8.716666666666669,0.1437494019502945,95819.0,False,False,False,False,False,False,False,False,False,False,False
Portland,Cumberland,ME,23005,43.6773,-70.2715,209491,False,False,0.024,0.077,-0.4012976190476216,56.0,10.949999999999998,0.04333530940763373,80484.0,True,True,True,True,False,False,True,True,True,True,False
Fontana,San Bernardino,CA,6071,34.0968,-117.4599,209279,False,False,0.041,0.132,-0.8213214285714301,284.0,8.716666666666669,0.1889536360772495,74218.0,False,False,False,False,False,False,False,False,False,False,False
