fips,state,medianHouseholdIncome
54105,WV,50160
54107,WV,53435
54109,WV,37522
55000,WI,67150
55001,WI,53592
55003,WI,54799
55005,WI,60371
55007,WI,63136
55009,WI,67232
55011,WI,61382
55013,WI,56874
55015,WI,78666
55017,WI,62306
55019,WI,59258
55021,WI,74842
55023,WI,57130
55025,WI,77653
55027,WI,67743
55029,WI,64818
55031,WI,58412
55033,WI,64065
55035,WI,63073
55037,WI,62243
55039,WI,69428
55041,WI,52275
55043,WI,57861
55045,WI,73386
55047,WI,59732
55049,WI,73294
55051,WI,50731
55053,WI,59478
55055,WI,69247
55057,WI,57000
55059,WI,71051
55061,WI,71861
55063,WI,62302
55065,WI,66719
55067,WI,57229
55069,WI,62064
55071,WI,59774
55073,WI,74050
55075,WI,56942
55077,WI,60020
55078,WI,42976
55079,WI,56417
55081,WI,62742
55083,WI,68480
55085,WI,60679
55087,WI,73882
55089,WI,91014
55091,WI,66179
55093,WI,80354
55095,WI,68732
55097,WI,66471
55099,WI,56249
55101,WI,69021
55103,WI,59120
55105,WI,66383
55107,WI,51585
55109,WI,94629
55111,WI,70254
55113,WI,51748
55115,WI,62669
55117,WI,64133
55119,WI,59473
55121,WI,63235
55123,WI,60041
55125,WI,61716
55127,WI,70688
55129,WI,57536
55131,WI,85266
55133,WI,94506
55135,WI,63216
55137,WI,57188
55139,WI,64640
55141,WI,55946
56000,WY,66508
56001,WY,53112
56003,WY,58697
56005,WY,88491
56007,WY,63984
56009,WY,74174
56011,WY,63270
56013,WY,56316
56015,WY,53428
56017,WY,54680
56019,WY,57275
56021,WY,63134
56023,WY,75872
56025,WY,63940
56027,WY,50733
56029,WY,63286
56031,WY,59634
56033,WY,63745
56035,WY,76703
56037,WY,74677
56039,WY,102709
56041,WY,70162
56043,WY,62176
56045,WY,62509
72000,PR,
72001,PR,
72003,PR,
72005,PR,
72007,PR,
72009,PR,
72011,PR,
72013,PR,
72015,PR,
72017,PR,
72019,PR,
72021,PR,
72023,PR,
72025,PR,
72027,PR,
72029,PR,
72031,PR,
72033,PR,
72035,PR,
72037,PR,
72039,PR,
72041,PR,
72043,PR,
72045,PR,
72047,PR,
72049,PR,
72051,PR,
72053,PR,
72054,PR,
72055,PR,
72057,PR,
72059,PR,
72061,PR,
72063,PR,
72065,PR,
72067,PR,
72069,PR,
72071,PR,
72073,PR,
72075,PR,
72077,PR,
72079,PR,
72081,PR,
72083,PR,
72085,PR,
72087,PR,
72089,PR,
72091,PR,
72093,PR,
72095,PR,
72097,PR,
72099,PR,
72101,PR,
72103,PR,
72105,PR,
72107,PR,
72109,PR,
72111,PR,
72113,PR,
72115,PR,
72117,PR,
72119,PR,
72121,PR,
72123,PR,
72125,PR,
72127,PR,
72129,PR,
72131,PR,
72133,PR,
72135,PR,
72137,PR,
72139,PR,
72141,PR,
72143,PR,
72145,PR,
72147,PR,
72149,PR,
72151,PR,
72153,PR,
